epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.00021308331557639036,,,,,0.39479243755340576,0.0,0.9308519959449768,1,,,,,
0.010014915832090347,,,,,0.41116195917129517,1.6312056737588656e-06,0.9730861497961957,47,,,,,
0.020029831664180694,,,,,0.41372424364089966,3.297872340425532e-06,0.9385086221897856,94,,,,,
0.030044747496271042,,,,,0.38632628321647644,4.964539007092199e-06,0.8253659999116938,141,,,,,
0.04005966332836139,,,,,0.33146142959594727,4.9987402497938095e-06,0.7095685918280419,188,,,,,
0.050074579160451736,,,,,0.3021332919597626,4.994852195464008e-06,0.5938329087926987,235,,,,,
0.060089494992542083,,,,,0.3407328724861145,4.988339332198431e-06,0.4937914990364237,282,,,,,
0.07010441082463244,,,,,0.37688881158828735,4.979208512115105e-06,0.42343468361712516,329,,,,,
0.08011932665672278,,,,,0.37671855092048645,4.967469341658127e-06,0.35024975715799533,376,,,,,
0.09013424248881313,,,,,0.3107648491859436,4.95313417149082e-06,0.29358151618470535,423,,,,,
0.10014915832090347,,,,,0.317106693983078,4.936218083501734e-06,0.23299582461093335,470,,,,,
0.11016407415299383,,,,,0.33090099692344666,4.916738874937128e-06,0.18483456144941615,517,,,,,
0.12017898998508417,,,,,0.4090910851955414,4.894717039676681e-06,0.15970470550212454,564,,,,,
0.13019390581717452,,,,,0.5797188878059387,4.870175746672074e-06,0.13246207541607796,611,,,,,
0.14020882164926488,,,,,0.37278416752815247,4.843140815571179e-06,0.10926178668407684,658,,,,,
0.1502237374813552,,,,,0.4014652371406555,4.813640689553458e-06,0.10237273764103016,705,,,,,
0.16023865331344556,,,,,0.3889155983924866,4.7817064054051856e-06,0.08198132920772472,752,,,,,
0.1702535691455359,,,,,0.4196271002292633,4.747371560865958e-06,0.07955154459527199,799,,,,,
0.18026848497762626,,,,,0.47306033968925476,4.710672279280844e-06,0.07102582302499325,846,,,,,
0.1902834008097166,,,,,0.4374101459980011,4.671647171595381e-06,0.06271656523359583,893,,,,,
